Star,[Fe/H],[TiI/Fe],[CaI/Fe],[MgI/Fe],[CuI/Fe],[Al/Mg],[BaII/Fe],[ZnI/Fe],[CeII/Fe],[Mg/Ti],[Y/Ba],[Y/Zn],Teff,logg,vtur,Age,pop,log_S_N
HD151504,0.06,0.1,-0.03,0.06,0.09,0.06,-0.09,0.05,0.09,-0.04000000000000001,-0.010000000000000009,-0.15000000000000002,5457,4.36,0.87,8.186,thin,2.7075701760979363
HD151692,-0.03,0.02,-0.1,-0.04,0.08,0.1,-0.12,-0.02,-0.03,-0.06,0.09999999999999999,0,4567,4.25,0.15,5.183,thin,2
HD151772,-0.36,0.12,0.05,0.06,-0.09,-0.2,0.03,-0.15,0.2,-0.06,-0.019999999999999997,0.16,6631,4.81,2.27,2.221,thin,2.296665190261531
HD151933,-0.21,0.08,0.06,0.07,-0.06,-0.010000000000000009,-0.04,0.03,-0.07,-0.009999999999999995,-0.07999999999999999,-0.15,5849,4.29,1.03,9.921,thin,2.103803720955957
HD152433,-0.1,0.04,0.07,0.02,-0.08,-0.12000000000000001,0.05,-0.07,0.01,-0.02,-0.060000000000000005,0.060000000000000005,6144,4.49,1.19,3.623,thin,2.0569048513364727
HD152533,-0.05,0.08,-0.04,-0.18,0.09,0.24,-0.1,-0.04,-0,-0.26,0.04000000000000001,-0.019999999999999997,4717,4.32,0.35,5.858,thin,2.2278867046136734
HD153276,0.04,0.03,0.02,0.03,0.01,-0.03,-0.04,0.03,-0.09,0,0,-0.07,6000,4.48,1.12,3.860,thin,2.0086001717619175
HD15337,0.06,0.02,-0.07,-0.05,0.07,0.08,-0.08,0.02,0.02,-0.07,0.03,-0.07,5088,4.36,0.51,7.127,thin,2.2355284469075487
HD153851,-0.28,0.1,0.06,-0.02,-0.02,0.06,0.14,0.03,0.22,-0.12000000000000001,-0.08000000000000002,0.03,5015,4.43,0.81,5.755,thin,2.5403294747908736
HD153950,-0.01,0.04,0.06,0.04,-0.05,-0.02,-0.01,-0.06,-0.01,0,-0.01,0.039999999999999994,6074,4.39,1.23,4.676,thin,2.7450747915820575
HD154088,0.28,0.05,-0.06,0.05,0.2,0.039999999999999994,-0.15,-0.02,0.1,0,0.10999999999999999,-0.02,5374,4.37,0.85,5.501,thin,2.835056101720116
HD154195A,-0.19,0,0.03,0.02,-0.08,-0.06,0.08,-0.05,-0.01,0.02,-0.12,0.010000000000000002,5961,4.48,1.01,5.043,thin,2.2600713879850747
HD154363,-0.62,0.51,0.39,0.16,-0.01,0.30999999999999994,-0.18,-0.12,0.01,-0.35,0.37,0.31,4581,4.17,0.14,5.175,thick,2.7450747915820575
HD154387,-0.28,0.17,0.09,-0.19,-0.02,0.35,-0.05,-0.12,-0.08,-0.36,-0.009999999999999995,0.06,4570,4.15,0.28,5.164,thin,2.12057393120585
HD154577,-0.73,0.19,0.12,0.11,0.08,0.05,-0.08,0.05,-0.02,-0.08,-0.039999999999999994,-0.16999999999999998,4847,4.48,0.31,7.141,thin,2.876217840591642
HD154962,0.32,0.01,-0.03,0.06,0.12,-0.019999999999999997,-0.14,0.03,-0.05,0.049999999999999996,0.11000000000000001,-0.06,5827,4.17,1.22,4.183,thin,2.7810369386211318
HD155717,-0.16,0.07,0.07,0.02,-0,-0.01,0.15,-0.02,0.22,-0.05,-0.09,0.08,4873,4.36,0.66,5.688,thin,1.954242509439325
HD155968,0.16,-0,0.03,0.01,0.01,-0.06999999999999999,-0.12,-0.02,-0.05,0.01,0.06999999999999999,-0.030000000000000002,5790,4.42,0.92,1.614,thin,1.8750612633917
HD156079,0.28,-0,-0.02,0.01,0.1,0.08,-0.11,0.01,-0.1,0.01,0.07,-0.05,5892,4.24,1.16,4.195,thin,2.4456042032735974
HD156098,0.18,0.04,0.02,-0.07,-0.12,-0.009999999999999995,0.04,-0.2,0,-0.11000000000000001,-0.06,0.18000000000000002,6517,4.2,2.06,1.602,thin,2.7075701760979363
HD15612,-0.11,0.08,0.05,-0.03,-0.05,0.06,0.09,-0.09,0.17,-0.11,-0.049999999999999996,0.13,5256,4.49,0.87,4.723,thin,2.387389826338729
HD156411,-0.11,0.02,0.06,0.03,-0.06,-0.05,0.06,-0.05,0.03,0.009999999999999998,-0.019999999999999997,0.09,5910,3.99,1.31,3.793,thin,2.8188854145940097
HD156423,-0.45,0.24,0.19,0.05,0.01,0.13,-0.04,0.02,0.14,-0.19,-0.09,-0.15,5169,4.4,0.39,8.822,thin,2.155336037465062
HD156517,0.03,0.01,-0.01,-0.14,-0.03,0.15000000000000002,0.02,-0.02,0.06,-0.15000000000000002,-0.01,0.03,4915,4.29,0.56,5.562,thin,1.8512583487190752
HD156991,-0.07,-0.01,0.08,-0.07,-0.17,0.020000000000000004,0.19,-0.02,0.14,-0.060000000000000005,-0.06,0.15,5934,4.57,0.99,1.591,thin,1.9822712330395684
HD157172,0.11,0.06,-0.01,0.02,0.1,0.05,-0.06,0.04,0.05,-0.039999999999999994,0.049999999999999996,-0.05,5451,4.39,0.77,5.849,thin,2.859138297294531
HD157338,-0.08,0,0.02,-0,-0.06,-0.03,0,-0.03,-0.08,-0,-0.04,-0.010000000000000002,6027,4.44,1.17,4.284,thin,3.1051694279993316
HD157347,0.02,0.03,0.02,0.02,-0.01,0.039999999999999994,-0.04,-0.05,-0.02,-0.009999999999999998,-0.019999999999999997,-0.009999999999999995,5676,4.38,0.91,6.996,thin,2.7589118923979736
HD157668,-0.27,0.1,0.1,0.05,-0.01,-0.010000000000000002,0.1,-0,0.16,-0.05,-0.12000000000000001,-0.02,5130,4.36,0.58,7.049,thin,2.0530784434834195
HD157830,-0.25,0.08,0.05,0.04,-0.07,-0.010000000000000002,0.16,0.02,0.12,-0.04,-0.11,0.030000000000000002,5540,4.49,0.76,5.834,thin,2.667452952889954
HD1581,-0.18,0.06,0.05,0.08,-0.05,-0.07,0.02,-0.03,0.01,0.020000000000000004,-0.07,-0.020000000000000004,5977,4.51,1.12,4.226,thin,3.0492180226701815
HD15906,0.01,0.03,-0.11,-0.23,0.07,0.26,-0.05,-0.05,0.02,-0.26,0.05,0.05,4798,4.42,0.41,5.490,thin,2.0755469613925306
HD159868,-0.08,0.04,0.03,0.06,0.03,0.010000000000000009,-0.02,0.05,-0.02,0.019999999999999997,0.02,-0.05,5558,3.96,1.02,6.611,thin,2.123851640967086
HD16008,-0.09,-0.02,0.04,0.02,-0.09,-0.05,0.1,-0.01,0.03,0.04,-0.05,0.060000000000000005,5712,4.42,0.78,5.355,thin,2.1271047983648077
HD160089,0.11,0.03,-0.06,-0.06,-0.01,-0.24,-0.1,-0.05,0.09,-0.09,0.11,0.060000000000000005,6312,4.78,1.6,0.745,thin,1.9777236052888478
HD160691,0.3,0.01,-0.04,0.02,0.12,0.02,-0.12,0.04,-0.04,0.01,0.06999999999999999,-0.09,5780,4.27,1.09,5.124,thin,3.3025473724874854
HD160836,-0.15,0.06,-0.05,-0.08,0.01,0.06,0.06,-0,-0.05,-0.14,0,0.06,4628,4.27,0.43,5.485,thin,1.9731278535996986
HD161098,-0.27,0.04,0.04,0.05,-0.05,-0.020000000000000004,0.06,0.02,0.05,0.010000000000000002,-0.049999999999999996,-0.01,5560,4.46,0.79,8.335,thin,2.6180480967120925
HD161256,0.14,0.08,-0.01,0.09,0.11,0.08000000000000002,-0.07,0.1,-0,0.009999999999999995,-0.03,-0.2,5652,4.27,0.93,9.024,high,2.1789769472931693
HD16141,0.16,0.01,-0,-0,-0.04,0,-0.05,-0.05,-0.07,-0.01,-0.06999999999999999,-0.06999999999999999,5806,4.19,1.11,6.184,thin,2.4913616938342726
HD161555,0.12,-0,-0,0.11,0.07,-0.09,-0.06,0.02,-0.09,0.11,0.03,-0.05,5850,4.15,1.23,5.003,thin,2.1172712956557644
HD161566,-0.28,0.1,0.13,-0.01,-0.04,-0.060000000000000005,0.03,-0.1,0.06,-0.11,-0.04,0.09000000000000001,6230,4.2,1.67,4.006,thin,2.6138418218760693
HD161612,0.16,0.04,0,0.04,0.04,0.010000000000000002,-0.08,-0.03,0.02,0,-0.009999999999999995,-0.06,5616,4.45,0.88,2.624,thin,2.821513528404773
HD162020,-0.1,0.02,-0.03,-0.02,-0.08,-0.02,0.06,-0.09,0.09,-0.04,0.010000000000000009,0.16,4723,4.31,0.51,5.716,thin,2.2041199826559246
HD162236,-0.12,0.04,0.05,0.01,-0.03,0.01,0.01,0.03,0.1,-0.03,0,-0.019999999999999997,5343,4.43,0.82,5.654,thin,2.69196510276736
HD162396,-0.35,0.08,0.09,0.11,0.01,-0.13,0.02,-0.04,-0.02,0.03,-0.06,0,6090,4.27,1.43,7.224,thin,3.0073209529227447
HD16270,0.14,-0.05,-0.17,-0.15,0.04,0.09999999999999999,-0.05,0.01,-0.05,-0.09999999999999999,0.16999999999999998,0.11,4583,4.23,0.16,5.545,thin,2.2430380486862944
HD16280,-0.18,0.12,0.02,0.05,-0.01,0.06,-0.03,-0.09,0.16,-0.06999999999999999,0,0.06,4677,4.3,0.48,5.336,thin,2.4771212547196626
HD16297,-0.01,0.05,0.01,-0.02,-0.05,0.02,0.06,-0.06,0.11,-0.07,-0.019999999999999997,0.1,5422,4.47,0.8,3.692,thin,2.6424645202421213
HD163102,0,0.09,0.09,0.06,-0,-0.27,-0.06,-0.18,0.06,-0.03,-0.05,0.06999999999999999,6433,4.64,1.94,1.175,thin,2.0863598306747484
HD16382,0.03,0.03,0.05,-0.02,-0.02,0,-0.03,0,-0.04,-0.05,0.009999999999999998,-0.02,5953,4.5,1.04,3.622,thin,2.0969100130080562
HD16417,0.13,0.02,0.02,0.06,0.01,-0.03,-0.07,-0.04,-0.07,0.039999999999999994,0,-0.030000000000000006,5841,4.16,1.18,5.661,thin,2.9978230807457256
HD165131,0.06,-0,0.02,-0.01,-0,0.02,-0.04,-0.02,-0.05,-0.01,0.010000000000000002,-0.009999999999999998,5870,4.45,0.99,2.668,thin,2.292256071356476
HD16536,-0.08,0.09,0.04,0,0.05,0.07,0.01,0.06,0.04,-0.09,-0.05,-0.1,5282,4.39,0.7,5.999,thin,1.8260748027008264
HD16548,0.15,0.04,0.04,0.04,-0.03,0.030000000000000006,-0.03,-0.1,0.01,0,0.05,0.12000000000000001,5690,3.96,1.15,4.932,thin,2.6138418218760693
HD165920,0.29,0.02,-0.07,-0.03,0.15,0.06,-0.12,-0.06,0.09,-0.05,0.06999999999999999,0.009999999999999995,5339,4.39,0.79,5.388,thin,2.545307116465824
HD166724,-0.09,0.08,0.03,-0.06,0.03,0.08,0.03,-0.04,0.05,-0.14,-0.009999999999999998,0.06,5099,4.43,0.64,5.559,thin,2.6848453616444123
HD166745,0.25,0.06,0.02,0.09,0.14,0.04000000000000001,-0.12,0.06,0.03,0.03,0.009999999999999995,-0.16999999999999998,5621,4.31,0.98,7.486,thin,2.060697840353612
HD16714,-0.2,0.07,0.03,0.06,0.02,0.020000000000000004,-0.04,0.01,-0,-0.010000000000000009,-0.07,-0.12,5518,4.42,0.76,8.997,thin,2.3636119798921444
HD167300,-0.45,0.22,0.18,0.24,-0.05,-0.09999999999999998,-0.02,0.11,-0.01,0.01999999999999999,-0.039999999999999994,-0.16999999999999998,5837,4.3,1.05,12.051,thick,2.406540180433955
HD167359,-0.19,0.08,0.05,0.01,-0.04,0.04,0.09,0,0.16,-0.07,-0.039999999999999994,0.05,5348,4.46,0.67,6.437,thin,2.383815365980431
HD167677,-0.29,0.25,0.13,0.2,0.13,0.08000000000000002,-0.08,0.2,-0,-0.04999999999999999,0,-0.28,5474,4.43,0.65,11.525,thick,2.326335860928751
HD16784,-0.65,0.33,0.29,0.37,-0.05,-0.15,-0.14,0.2,-0.12,0.03999999999999998,0.13,-0.21000000000000002,5837,4.34,1.14,12.961,thick,2.3654879848909
HD168159,-0.12,-0,-0.06,-0.08,-0.03,0.06,0.07,-0.1,0.32,-0.08,-0.020000000000000004,0.15000000000000002,4618,4.33,0.54,5.666,thin,2.1986570869544226
HD168746,-0.1,0.18,0.12,0.16,0.09,0.09,-0.06,0.14,0.02,-0.01999999999999999,0,-0.2,5568,4.33,0.81,11.458,high,2.3242824552976926
HD168769,-0.01,0.05,0.04,-0.04,-0.09,0.04,0.13,0.01,0.16,-0.09,-0.06,0.060000000000000005,5361,4.45,0.87,4.541,thin,2.2833012287035497
HD168863,0.18,0.01,-0.19,-0.15,0.1,0.2,-0.07,-0.03,-0.15,-0.16,0.020000000000000004,-0.020000000000000004,4782,4.28,0.37,5.963,thin,2.24551266781415
HD168870,-0.32,0.11,0.09,0.08,0.03,0.05,-0.06,-0.02,0.05,-0.03,-0.03,-0.06999999999999999,5325,4.43,0.67,8.503,thin,2.3283796034387376
HD168871,-0.09,0.02,0.06,0.05,-0.03,-0.020000000000000004,-0.02,-0,-0.06,0.030000000000000002,-0.05,-0.07,5983,4.42,1.17,5.781,thin,2.8819549713396007
HD16905,0.16,-0,-0.14,-0.13,0.12,0.19,-0.13,-0.01,-0.22,-0.13,0.04000000000000001,-0.08,4703,4.23,0.26,6.108,thin,2.255272505103306
HD169830,0.18,0,0.04,-0.02,-0.03,-0.05,-0.06,-0.09,-0.18,-0.02,0,0.03,6361,4.21,1.56,2.239,thin,3.247236549506764
HD170493,0.22,0.01,-0.15,0.01,0.14,0.1,-0.12,-0.01,-0.15,0,0.09,-0.019999999999999997,4658,4.29,0.07,5.250,thin,2.419955748489758
HD17051,0.19,-0.01,0.03,-0.03,-0.08,-0.05,0.04,-0.08,-0.09,-0.019999999999999997,-0.09,0.03,6227,4.53,1.29,0.557,thin,2.795184589682424
HD170958,-0.04,0.09,0.08,-0.06,-0.09,0.049999999999999996,0.15,-0.05,0.22,-0.15,-0.06,0.14,5599,4.83,1.38,1.781,thin,2.1522883443830563
HD171028,-0.48,0.07,0.09,0.11,-0.07,-0.09,0.07,-0.03,0.05,0.039999999999999994,-0.09000000000000001,0.009999999999999998,5671,3.84,1.24,4.890,thin,2.921686475483602
HD171587,-0.64,0.12,0.07,0.1,-0.02,-0.010000000000000009,0.05,0.04,0.06,-0.01999999999999999,-0.1,-0.09,5412,4.59,0.76,8.798,thin,2.69196510276736
HD171665,-0.05,0.02,0.04,0.02,-0.02,0.009999999999999998,0,-0.01,0,0,-0.01,0,5655,4.41,0.89,5.140,thin,2.61066016308988
HD171825,-0.14,0.05,0,-0.11,-0.14,0.09,0.14,-0.16,0.21,-0.16,-0.04000000000000001,0.26,4795,4.29,0.3,5.960,thin,1.792391689498254
HD171942,-0.1,0.02,0.02,0.06,-0.05,-0.009999999999999995,-0.01,0.03,0.01,0.039999999999999994,-0.07,-0.11,5615,4.42,0.72,8.492,thin,2.0791812460476247
HD171990,0.06,0.01,0.03,0.03,0.02,-0.03,-0.07,-0.01,-0.1,0.019999999999999997,0.05,-0.01,6045,4.14,1.4,3.692,thin,3.0788191830988487
HD172513,-0.05,0.04,0.05,0,-0.09,0.02,0.09,-0.08,0.1,-0.04,-0.009999999999999995,0.16,5500,4.41,0.79,4.965,thin,3.0170333392987803
HD172568,-0.37,0.1,0.07,0.13,-0.02,-0.05,-0,0.05,0.03,0.03,-0.09,-0.14,5728,4.58,0.78,9.256,thin,2.161368002234975
HD172643,-0.15,0.05,0.04,-0.03,-0.12,0,0.19,-0.06,0.11,-0.08,-0.1,0.15,5645,4.5,0.73,3.499,thin,2.0453229787866576
HD173885,-0.2,0.03,0.05,0.03,-0.06,-0.12,-0.03,-0.08,-0.04,0,-0.04000000000000001,0.009999999999999995,6264,4.37,1.61,4.144,thin,2.3560258571931225
HD174153,-0.08,0.02,0.07,0.01,-0.08,-0.08,-0.01,-0.13,-0.05,-0.01,-0.04,0.08,6196,4.49,1.34,3.347,thin,2.2355284469075487
HD17439,0.08,0.01,0,0.02,0.02,-0.01,-0.05,0.01,-0,0.01,0.030000000000000002,-0.03,5721,4.44,0.87,3.455,thin,2.3783979009481375
HD174545,0.22,0.07,-0.05,0.04,0.21,0.07,-0.17,0.16,0.09,-0.030000000000000006,0.06000000000000001,-0.27,5216,4.4,0.88,4.978,thin,2.481442628502305
HD175179,-0.66,0.29,0.27,0.34,-0.09,-0.13000000000000003,0.21,0.17,0.1,0.050000000000000044,-0.07999999999999999,-0.04000000000000001,5764,4.46,0.88,12.839,thick,2.2430380486862944
HD17548,-0.53,0.11,0.12,0.17,-0.08,-0.14,-0.08,-0.03,-0.09,0.06000000000000001,-0.11,-0.16,6011,4.44,1.18,10.282,thin,2.401400540781544
HD175607,-0.62,0.3,0.2,0.25,-0,0.03999999999999998,-0.08,0.16,-0.02,-0.04999999999999999,0.020000000000000004,-0.22,5392,4.51,0.6,12.501,thick,2.3909351071033793
HD176157,-0.15,0.1,0.09,0.08,0.02,-0.009999999999999995,0.02,0.04,0.03,-0.020000000000000004,-0.04,-0.06,5170,4.36,0.69,6.752,thin,2.3710678622717363
HD176354,0.27,0.04,-0.04,0.06,0.25,0.05,-0.13,0.05,0.06,0.019999999999999997,0.14,-0.04,5271,3.84,1.07,5.408,high,2.7024305364455254
HD176535,-0.11,0.11,-0.02,-0.02,-0.03,0.01,-0.02,-0.08,0.03,-0.13,0.03,0.09,4662,4.26,0.03,5.212,thin,2.2430380486862944
HD176666,-0.37,0.07,0.12,0.09,-0.13,-0.2,0.13,-0.08,0.15,0.01999999999999999,-0.13,0.08,6103,4.63,1.18,4.111,thin,2.1702617153949575
HD176986,0.03,0.04,-0.09,-0.03,0.08,0.09,-0.07,-0.01,-0.08,-0.07,0.030000000000000006,-0.03,4931,4.44,0.56,5.568,thin,2.4712917110589387
HD177033,-0.18,0.1,0.04,-0.03,0.03,0.1,0.03,-0,0.15,-0.13,-0.06,-0.03,4764,4.22,0.38,6.082,thin,2.0170333392987803
HD177122,-0.1,0.01,0.03,0.02,-0.09,-0.07,0.11,-0.04,0.05,0.01,-0.11,0.04,6021,4.52,1.03,2.384,thin,2.2278867046136734
HD177409,-0.04,0.03,0.05,0.02,-0.09,-0.05,0.1,-0.05,0.08,-0.009999999999999998,-0.04000000000000001,0.11,5898,4.49,0.99,2.321,thin,2.7267272090265724
HD177565,0.08,0.02,0.01,0.02,0.01,0.009999999999999998,-0.07,0.01,-0.02,0,0.05,-0.03,5627,4.39,0.91,4.085,thin,3.1649473726218416
HD177758,-0.58,0.24,0.19,0.28,-0.04,-0.09000000000000002,-0.08,0.11,-0.04,0.040000000000000036,-0.03,-0.22,5862,4.41,1.11,12.655,thick,2.450249108319361
HD17865,-0.57,0.24,0.21,0.27,-0.04,-0.05000000000000002,-0.1,0.1,-0.05,0.030000000000000027,-0.01999999999999999,-0.22,5877,4.32,1.16,12.523,thick,2.7535830588929064
HD178904,0.09,0.02,-0.02,0.01,0.08,0.04,-0.1,0.02,-0.07,-0.01,0.010000000000000009,-0.11,5727,4.41,0.98,5.525,thin,2.2013971243204513
HD179346,-0.03,0.03,0.02,-0.04,-0.07,-0.15,0.05,-0.11,0.19,-0.07,-0.020000000000000004,0.14,6229,4.76,1.35,0.794,thin,2.0530784434834195
HD17970,-0.45,0.37,0.2,0.23,0.07,0.11000000000000001,-0.06,0.21,0.05,-0.13999999999999999,0.009999999999999995,-0.26,5038,4.39,0.2,11.602,thick,2.5289167002776547
HD179949,0.21,-0.02,0.01,-0.12,-0.08,0.04999999999999999,-0.06,-0.08,-0.2,-0.09999999999999999,0,0.020000000000000004,6287,4.54,1.36,0.516,thin,2.72916478969277
HD18001,-0.07,0.05,0.07,0.03,-0.1,0,0.09,-0.06,0.07,-0.020000000000000004,-0.039999999999999994,0.11,5772,4.44,0.8,4.608,thin,2.416640507338281
HD180409,-0.17,0.02,0.06,0.05,-0.08,-0.11,0.01,-0.04,-0.02,0.030000000000000002,-0.04,0.010000000000000002,6013,4.52,1.16,4.073,thin,2.385606273598312
HD18083,0.03,0.02,0.05,-0.04,-0.04,-0.010000000000000002,0.04,-0.06,0.05,-0.06,-0.04,0.06,6144,4.7,1.33,0.947,thin,1.9590413923210936
HD181249,-0.14,0.15,0.04,-0.02,-0.02,0.13,-0.02,0.02,-0,-0.16999999999999998,-0.15000000000000002,-0.19,4878,4.25,0.19,7.328,thin,1.8920946026904804
HD181428,0.06,0.01,0.02,-0.01,-0.02,-0.049999999999999996,0.01,-0,-0.16,-0.02,-0.01,0,6151,4.45,1.29,3.535,thin,2.416640507338281
HD181433,0.36,0.03,-0.12,-0.14,0.24,0.23,-0.15,0.04,-0.05,-0.17,0.10999999999999999,-0.08,4879,4.4,0.5,5.003,thin,3.1048284036536553
HD181720,-0.53,0.25,0.2,0.28,-0.04,-0.10000000000000003,-0.11,0.13,-0.1,0.030000000000000027,-0.020000000000000004,-0.26,5792,4.25,1.16,11.979,thick,2.8419848045901137
HD183658,0.03,0.01,0.03,0.02,0,-0.01,-0.05,-0,-0.06,0.01,0,-0.05,5803,4.4,1,4.651,thin,2.568201724066995
HD183783,-0.21,0.03,-0.05,0.03,-0.04,-0.06,-0.12,-0.07,-0.11,0,-0.05000000000000002,-0.1,4547,4.27,0.22,5.642,thin,2.1492191126553797
HD18386,0.14,0.02,0.02,-0.01,0.08,0.03,-0.1,0.04,-0.02,-0.03,0.07,-0.07,5457,4.39,0.92,4.359,thin,2.718501688867274
HD183870,-0.09,0.07,0.05,-0.06,-0.01,0.08,0.16,-0.09,0.12,-0.13,-0.04000000000000001,0.21,4961,4.41,0.65,5.452,thin,2.3560258571931225
HD185283,-0.07,0.08,-0.07,-0.05,0.08,0.13,-0.07,-0.03,-0.05,-0.13,-0.01999999999999999,-0.06,4746,4.28,0.31,6.034,thin,2.45178643552429
HD185615,0.08,0.11,0.01,0.1,0.1,0.06,-0.07,0.1,0.02,-0.009999999999999995,0.010000000000000009,-0.16,5570,4.34,0.84,9.108,high,2.7958800173440754
HD186061,-0.05,0.12,0.01,-0.07,0.07,0.14,-0.01,0.06,0.08,-0.19,0.05,-0.019999999999999997,4916,4.36,0.42,5.406,thin,2.0211892990699383
HD186302,-0.03,0.04,0.03,0.01,-0.03,0.01,0.01,0.06,0.04,-0.03,0.01,-0.039999999999999994,5662,4.44,0.78,4.940,thin,1.8573324964312685
HD18719,-0.08,0.05,0.06,-0.04,-0.04,0.06,0.04,0,0.09,-0.09,-0.05,-0.01,5241,4.41,0.92,4.631,thin,2.678518379040114
HD187456,0.06,0.12,-0,-0.09,0.15,0.21,-0.07,-0,-0.09,-0.21,0.08,0.01,4739,4.2,0,5.515,thin,1.9777236052888478
HD18777,-0.01,0.09,-0.02,-0.09,0.1,0.19,-0.08,-0.06,-0.01,-0.18,-0.020000000000000004,-0.04000000000000001,5006,4.35,0.56,5.840,thin,1.9822712330395684
HD18822,-0.07,0.05,0.09,-0.02,-0.11,-0.009999999999999998,0.22,-0.01,0.26,-0.07,-0.11,0.12,5272,4.43,0.87,5.528,thin,1.863322860120456
HD18838,-0.17,0.07,0.03,-0.01,0,0,-0.01,0.02,-0.05,-0.08,0.03,0,5500,4.48,0.64,6.568,thin,1.8388490907372552
HD188559,-0.03,0.09,-0.06,0.02,0.1,0.02,-0.06,-0.03,-0.15,-0.06999999999999999,0.049999999999999996,0.019999999999999997,4693,4.34,0.08,5.780,high,2.845098040014257
HD188748,-0.12,0.06,0.03,0.05,0.01,0.020000000000000004,-0.01,0.03,-0.01,-0.009999999999999995,-0.049999999999999996,-0.09,5623,4.43,0.83,7.690,thin,2.651278013998144
HD188815,-0.53,0.11,0.15,0.1,-0.11,-0.12000000000000001,-0,-0.1,-0.02,-0.009999999999999995,-0.16,-0.06,6217,4.34,1.31,7.352,thin,2.123851640967086
HD189004,-0.09,0.07,0.07,-0.04,-0.06,-0.04,0.1,-0.07,0.08,-0.11000000000000001,-0.04000000000000001,0.13,5079,4.34,0.74,6.639,thin,1.8808135922807914
HD189242,-0.38,0.12,0,-0.06,0.03,0.14,0.11,0.04,0.22,-0.18,-0.09,-0.02,4891,4.44,0.51,6.380,thin,2.292256071356476
HD189567,-0.24,0.1,0.08,0.12,-0.03,-0.01999999999999999,-0,0.05,0.02,0.01999999999999999,-0.1,-0.15000000000000002,5726,4.41,0.95,10.578,thin,3.302330928684399
HD189625,0.18,0.01,0.03,-0,-0.04,0.01,-0.04,-0.05,-0.05,-0.01,0.04,0.05,5846,4.43,1.03,1.605,thin,2.8573324964312685
HD190204,-0.02,0.03,0.09,-0.06,-0.09,0.06,0.1,-0.12,0.2,-0.09,-0.010000000000000009,0.21,5476,4.63,1.14,2.566,thin,1.8920946026904804
HD190248,0.33,0.01,-0.05,0.01,0.17,0.03,-0.12,-0.01,0.02,0,0.06,-0.049999999999999996,5604,4.26,0.99,6.294,thin,3.0930713063760633
HD19034,-0.48,0.3,0.25,0.31,0.04,0,-0.09,0.22,-0.07,0.010000000000000009,0.039999999999999994,-0.27,5477,4.4,0.69,12.924,thick,2.5550944485783194
HD190524,-0.13,0.03,0.06,0,-0.11,0.01,0.16,-0.05,0.06,-0.03,-0.13,0.08,5825,4.5,0.85,3.706,thin,2.155336037465062
HD190613,0,0.01,0.03,0.01,-0.05,0.01,-0.02,0.05,0.03,0,-0.05,-0.12000000000000001,5776,4.33,0.95,8.582,thin,2.0827853703164503
HD190647,0.23,0.09,-0.01,0.08,0.14,0.039999999999999994,-0.05,0.03,0.07,-0.009999999999999995,-0.009999999999999995,-0.09,5639,4.18,0.99,8.092,high,2.48572142648158
HD190954,-0.41,0.27,0.15,0.23,0.03,0.04000000000000001,-0.09,0.15,0,-0.04000000000000001,0.049999999999999996,-0.19,5430,4.46,0.63,12.244,thick,2.3521825181113627
HD190984,-0.49,0.13,0.14,0.12,-0.05,-0.12,0,-0.08,0.04,-0.010000000000000009,-0.09,-0.009999999999999995,6007,4.02,1.58,4.663,thin,2.837588438235511
HD191033,-0.19,0.03,0.1,0.01,-0.18,-0.19,0.03,-0.13,-0.01,-0.019999999999999997,-0.06,0.1,6206,4.47,1.35,3.575,thin,2.012837224705172
HD191285,-0.25,0.05,0.01,0.09,-0.07,-0.03,-0,-0.1,0.01,0.039999999999999994,0.07,0.17,4492,4.22,0.34,5.484,thin,2.3636119798921444
HD191797,-0.09,0.08,0.06,-0.08,-0.08,0.07,0.11,0.02,0.25,-0.16,-0.020000000000000004,0.06999999999999999,5037,4.47,0.84,4.588,thin,2.506505032404872
HD191847,-0.16,0.07,0,0.05,0.05,0.009999999999999995,0.03,-0.01,0.12,-0.020000000000000004,-0.019999999999999997,0.02,5020,4.39,0.55,6.855,thin,1.9867717342662448
HD191902,-0.16,0.08,-0.03,-0.02,0.01,0.22,0.03,-0.12,0.06,-0.1,-0.05,0.09999999999999999,4626,4.19,0.33,6.121,thin,1.8195439355418688
HD192031,-0.84,0.34,0.26,0.28,-0.15,-0.040000000000000036,0.05,0.14,0.23,-0.06,0.06,-0.030000000000000013,5215,4.39,0.04,13.183,thick,1.8325089127062364
HD192117,-0.04,0.04,0,-0.04,-0.04,0.05,0.12,0.02,0.16,-0.08,-0.01999999999999999,0.08,5479,4.48,0.75,4.252,thin,2.146128035678238
HD19230,-0.57,0.13,0.07,0.08,-0.03,0.03,0.1,-0.04,0.22,-0.05,-0.14,0,5254,4.63,0.46,9.350,thin,2.4183012913197452
HD192310,-0.03,0.12,0.06,0.07,0.11,0.01999999999999999,-0.1,-0.01,0.04,-0.04999999999999999,0.05,-0.04,5099,4.43,0.73,5.219,high,3.1357685145678222
HD192865,0.13,0.05,0.04,-0.03,-0.05,-0.13,-0.07,-0.05,0,-0.08,0.020000000000000004,0,6307,4.44,1.59,2.464,thin,2.27415784926368
HD192961,-0.3,0.03,-0.07,-0.22,0.05,0.29000000000000004,-0.1,0,-0.11,-0.25,0.020000000000000004,-0.08,4418,4.23,0.02,5.624,thin,2.2695129442179165
